datetime,open,high,low,close,volume
2015-03-16 00:00,174.21,177.46,174.21,168.07,1796700.00
2015-03-17 00:00,176.89,178.60,175.71,166.54,2721100.00
2015-03-18 00:00,172.00,174.14,170.51,164.26,4244300.00
2015-03-19 00:00,173.59,175.13,172.50,164.78,2095900.00
2015-03-20 00:00,174.10,174.34,171.88,163.06,2701600.00
2015-03-23 00:00,172.17,172.28,170.64,161.74,1754200.00
2015-03-24 00:00,170.29,170.50,169.16,160.33,1237400.00
2015-03-25 00:00,169.74,169.80,165.35,156.80,1978400.00
2015-03-26 00:00,164.28,166.63,163.60,156.85,1752700.00
2015-03-27 00:00,165.05,165.62,164.51,156.00,917100.00
2015-03-30 00:00,165.05,167.38,164.98,158.05,1529600.00
2015-03-31 00:00,166.00,166.47,165.00,156.82,1568200.00
2015-04-01 00:00,165.02,166.50,164.28,157.57,1611200.00
2015-04-02 00:00,166.71,166.81,165.70,157.55,1642500.00
2015-04-06 00:00,165.37,167.26,165.00,157.97,1270600.00
2015-04-07 00:00,172.75,173.84,170.71,162.23,5488700.00
2015-04-08 00:00,171.08,171.89,169.31,162.87,3196100.00
2015-04-09 00:00,171.46,173.45,171.09,163.90,1944100.00
2015-04-10 00:00,173.31,174.50,172.52,165.27,2235100.00
2015-04-13 00:00,173.64,175.30,173.01,164.10,1397700.00
2015-04-14 00:00,172.01,173.13,171.10,162.55,1816200.00
2015-04-15 00:00,171.58,172.36,169.32,160.67,2058000.00
2015-04-16 00:00,169.57,170.26,168.68,160.41,1760400.00
2015-04-17 00:00,168.23,168.58,167.33,159.23,1642400.00
2015-04-20 00:00,168.29,170.00,168.29,160.24,1244000.00
2015-04-21 00:00,169.43,170.45,169.08,161.04,1086500.00
2015-04-22 00:00,169.79,170.78,168.68,161.14,1053900.00
2015-04-23 00:00,169.05,170.93,169.05,161.22,1050400.00
2015-04-24 00:00,169.73,170.25,169.01,161.08,949300.00
2015-04-27 00:00,170.36,170.61,168.86,160.21,1472100.00
2015-04-28 00:00,169.27,171.96,168.51,162.30,1521100.00
2015-04-29 00:00,169.84,170.94,168.72,160.72,1115300.00
2015-04-30 00:00,168.39,169.95,168.36,160.72,1818800.00
2015-05-01 00:00,170.00,171.93,169.93,162.77,1163900.00
2015-05-04 00:00,171.61,173.48,171.51,163.34,1041100.00
2015-05-05 00:00,171.50,172.33,169.51,160.95,1167000.00
2015-05-06 00:00,170.69,170.77,168.46,160.71,1045200.00
2015-05-07 00:00,169.87,172.61,169.58,162.78,1148700.00
2015-05-08 00:00,172.99,174.09,172.78,164.30,1236400.00
2015-05-11 00:00,174.01,174.98,172.76,165.11,1327500.00
2015-05-12 00:00,173.16,173.70,172.44,164.37,1126200.00
2015-05-13 00:00,172.99,173.50,171.67,162.96,1213800.00
2015-05-14 00:00,172.84,174.00,172.11,164.40,1478000.00
2015-05-15 00:00,174.21,175.29,173.50,166.00,1492200.00
2015-05-18 00:00,175.14,177.43,175.01,167.93,1558000.00
2015-05-19 00:00,177.51,178.70,177.00,168.69,1237000.00
2015-05-20 00:00,177.71,178.79,177.15,168.26,941300.00
2015-05-21 00:00,176.91,177.25,175.48,167.34,1112300.00
2015-05-22 00:00,176.48,176.72,174.68,166.04,775000.00
2015-05-26 00:00,175.00,175.04,173.78,165.03,953600.00
2015-05-27 00:00,174.63,176.89,173.92,167.44,808800.00
2015-05-28 00:00,176.11,176.15,174.55,165.96,1300300.00
2015-05-29 00:00,174.52,174.88,173.00,164.18,1158200.00
2015-06-01 00:00,173.87,175.98,172.92,166.22,1272000.00
2015-06-02 00:00,174.54,176.65,173.10,166.55,1001400.00
2015-06-03 00:00,176.50,180.29,175.72,170.53,1930900.00
2015-06-04 00:00,178.90,179.99,178.77,170.26,1355000.00
2015-06-05 00:00,179.52,183.03,178.60,172.73,1940400.00
2015-06-08 00:00,181.92,182.00,179.64,170.50,1617700.00
2015-06-09 00:00,179.95,181.60,179.00,170.96,991300.00
2015-06-10 00:00,180.34,183.90,179.69,172.81,1869400.00
2015-06-11 00:00,184.29,185.19,182.84,175.33,1918600.00
2015-06-12 00:00,184.05,184.82,182.76,174.05,1680000.00
2015-06-15 00:00,182.53,183.27,181.45,173.13,1408000.00
2015-06-16 00:00,182.02,183.50,179.84,172.86,2428100.00
2015-06-17 00:00,178.03,178.88,174.51,167.74,4032200.00
2015-06-18 00:00,176.56,180.19,176.56,169.31,2986600.00
2015-06-19 00:00,177.36,178.34,175.94,166.99,2448700.00
2015-06-22 00:00,176.76,177.65,176.00,167.31,1732600.00
2015-06-23 00:00,176.70,176.83,174.66,166.35,1532500.00
2015-06-24 00:00,175.00,175.78,172.42,164.60,1750000.00
2015-06-25 00:00,173.63,174.02,172.59,164.01,1527400.00
2015-06-26 00:00,173.67,174.11,173.17,164.82,1678900.00
2015-06-29 00:00,171.62,173.12,170.69,162.32,2335800.00
2015-06-30 00:00,172.32,172.84,169.96,161.73,1551800.00
2015-07-01 00:00,172.11,172.46,169.64,161.17,1412100.00
2015-07-02 00:00,170.20,171.35,169.95,162.42,1182000.00
2015-07-06 00:00,170.00,171.22,167.89,160.16,1945300.00
2015-07-07 00:00,169.37,170.73,167.76,161.67,1754300.00
2015-07-08 00:00,168.32,169.98,166.67,158.49,1338400.00
2015-07-09 00:00,168.78,169.80,167.44,159.18,1321300.00
2015-07-10 00:00,170.00,170.45,167.88,159.89,1490300.00
2015-07-13 00:00,169.69,171.24,169.16,162.27,1327400.00
2015-07-14 00:00,171.00,171.89,170.09,162.53,1207400.00
2015-07-15 00:00,171.24,171.98,169.03,160.52,1389600.00
2015-07-16 00:00,170.26,170.51,169.44,160.87,1043300.00
2015-07-17 00:00,169.49,170.81,169.32,161.57,1394000.00
2015-07-20 00:00,170.60,170.60,169.50,161.55,1016600.00
2015-07-21 00:00,170.40,171.97,169.95,161.88,933600.00
2015-07-22 00:00,170.71,171.00,167.59,159.93,1311700.00
2015-07-23 00:00,168.85,168.89,166.57,158.37,1076600.00
2015-07-24 00:00,166.96,167.57,163.26,155.76,1579700.00
2015-07-27 00:00,162.75,165.12,162.38,156.36,2177100.00
2015-07-28 00:00,166.44,169.65,166.19,160.81,1854200.00
2015-07-29 00:00,169.30,172.60,169.14,163.14,1261800.00
2015-07-30 00:00,170.51,171.73,170.16,162.56,928000.00
2015-07-31 00:00,169.01,172.46,167.41,162.70,1199700.00
2015-08-03 00:00,171.46,171.96,169.56,162.12,793000.00
2015-08-04 00:00,170.97,171.87,169.85,161.44,912700.00
2015-08-05 00:00,170.78,173.00,170.78,162.57,848700.00
2015-08-06 00:00,172.14,172.19,169.49,160.97,1000800.00
2015-08-07 00:00,169.11,169.37,166.03,158.49,1410600.00
